Record,Server Address,first
2361,50.17.246.68,5
2362,54.225.191.62,5
2363,50.17.246.68,5
2364,172.22.1.90,1
2365,172.24.1.80,1
2366,172.22.1.80,1
2367,172.22.1.80,1
2368,172.22.1.80,1
2369,172.22.1.80,1
2370,50.17.246.68,5
2371,172.23.1.80,1
2372,172.22.1.80,1
2373,50.17.246.68,5
2374,107.21.104.168,1
2375,172.22.1.90,1
2376,172.23.1.80,1
2377,172.22.1.80,1
2378,172.23.1.80,1
2379,172.22.1.90,1
2380,172.22.1.80,1
2381,172.23.1.80,1
2382,172.23.1.80,1
2383,172.22.1.81,1
2384,172.23.1.80,1
2385,172.23.1.80,1
2386,172.22.1.90,1
2387,172.22.1.81,1
2388,172.22.1.80,1
2389,172.21.1.80,1
2390,172.23.1.81,1
2391,172.22.1.81,1
2392,172.22.1.81,1
2393,172.22.1.90,1
2394,54.231.176.132,5
2395,172.23.1.81,1
2396,172.22.1.90,1
2397,172.22.1.90,1
2398,172.24.1.80,1
2399,172.22.1.80,1
2400,172.24.1.80,1
2401,172.22.1.81,1
2402,172.23.1.80,1
2403,172.22.1.81,1
2404,172.24.1.81,1
2405,172.22.1.90,1
2406,172.22.1.80,1
2407,172.22.1.81,1
2408,172.22.1.81,1
2409,172.22.1.80,1
2410,172.22.1.80,1
2411,172.23.1.80,1
2412,172.23.1.80,1
2413,172.24.1.80,1
2414,172.22.1.90,1
2415,172.23.1.80,1
2416,172.23.1.80,1
2417,172.22.1.90,1
2418,172.22.1.81,1
2419,172.22.1.81,1
2420,172.22.1.80,1
2421,172.22.1.90,1
2422,172.22.1.90,1
2423,172.23.1.80,1
2424,172.22.1.90,1
2425,172.23.1.80,1
2426,172.22.1.80,1
2427,172.22.1.81,1
2428,172.22.1.81,1
2429,172.22.1.80,1
2430,172.24.1.81,1
2431,172.22.1.80,1
2432,172.22.1.81,1
2433,172.23.1.80,1
2434,172.22.1.80,1
2435,172.24.1.80,1
2436,172.24.1.80,1
2437,50.17.246.68,5
2438,54.225.191.62,5
2439,54.225.191.62,5
2440,50.17.246.68,5
2441,50.17.246.68,5
2442,50.17.246.68,5
2443,54.225.191.62,5
2444,54.225.191.62,5
2445,50.17.246.68,5
2446,172.22.1.90,1
2447,172.22.1.90,1
2448,50.17.246.68,5
2449,172.23.1.80,1
2450,50.17.246.68,5
2451,54.225.191.62,5
2452,50.17.246.68,5
2453,54.225.191.62,5
2454,50.17.246.68,5
2455,50.17.246.68,5
2456,50.17.246.68,5
2457,54.225.191.62,5
2458,50.17.246.68,5
2459,54.225.191.62,5
2460,50.17.246.68,5
2461,50.17.246.68,5
2462,50.17.246.68,5
2463,54.225.191.62,5
2464,50.17.246.68,5
2465,34.239.253.124,3
2466,54.225.191.62,5
2467,50.17.246.68,5
2468,172.22.1.90,1
2469,172.22.1.90,1
2470,172.22.1.90,1
2471,172.22.1.80,1
2472,172.23.1.80,1
2473,172.22.1.90,1
2474,172.22.1.80,1
2475,172.24.1.80,1
2476,172.22.1.90,1
2477,172.23.1.80,1
2478,172.22.1.80,1
2479,172.22.1.80,1
2480,172.22.1.81,1
2481,172.22.1.81,1
2482,172.22.1.80,1
2483,172.23.1.80,1
2484,172.24.1.81,1
2485,172.23.1.81,1
2486,172.22.1.81,1
2487,172.23.1.80,1
2488,172.23.1.80,1
2489,172.22.1.80,1
2490,172.22.1.81,1
2491,172.23.1.80,1
2492,172.23.1.80,1
2493,172.22.1.80,1
2494,172.22.1.81,1
2495,172.22.1.81,1
2496,172.22.1.80,1
2497,50.17.246.68,5
2498,50.17.246.68,5
2499,54.225.191.62,5
2500,50.17.246.68,5
2501,54.225.191.62,5
2502,50.17.246.68,5
2503,50.17.246.68,5
2504,54.225.191.62,5
2505,50.17.246.68,5
2506,54.225.191.62,5
2507,50.17.246.68,5
2508,50.17.246.68,5
2509,54.225.191.62,5
2510,50.17.246.68,5
2511,54.225.191.62,5
2512,50.17.246.68,5
2513,172.23.1.81,1
2514,172.22.1.81,1
2515,172.22.1.81,1
2516,172.23.1.80,1
2517,172.22.1.90,1
2518,172.22.1.81,1
2519,172.22.1.81,1
2520,172.22.1.90,1
2521,172.22.1.81,1
2522,172.22.1.80,1
2523,172.22.1.81,1
2524,172.23.1.81,1
2525,172.22.1.90,1
2526,172.22.1.81,1
2527,172.22.1.90,1
2528,172.22.1.90,1
2529,172.24.1.81,1
2530,172.22.1.90,1
2531,172.22.1.81,1
2532,172.22.1.90,1
2533,172.23.1.80,1
2534,172.22.1.81,1
2535,172.23.1.80,1
2536,172.23.1.80,1
2537,172.23.1.80,1
2538,172.24.1.81,1
2539,172.22.1.90,1
2540,172.22.1.90,1
2541,172.24.1.80,1
2542,172.22.1.81,1
2543,172.23.1.81,1
2544,172.22.1.80,1
2545,172.22.1.81,1
2546,50.17.246.68,5
2547,54.225.191.62,5
2548,50.17.246.68,5
2549,54.225.191.62,5
2550,50.17.246.68,5
2551,50.17.246.68,5
2552,54.225.191.62,5
2553,50.17.246.68,5
2554,54.225.191.62,5
2555,50.17.246.68,5
2556,50.17.246.68,5
2557,54.225.191.62,5
2558,50.17.246.68,5
2559,54.225.191.62,5
2560,172.22.1.90,1
2561,172.23.1.81,1
2562,172.22.1.90,1
2563,10.0.0.15,1
2564,172.23.1.80,1
2565,172.22.1.90,1
2566,172.22.1.81,1
2567,172.22.1.81,1
2568,172.23.1.80,1
2569,172.23.1.80,1
2570,172.23.1.81,1
2571,172.22.1.81,1
2572,172.22.1.81,1
2573,172.22.1.81,1
2574,172.22.1.90,1
2575,172.22.1.81,1
2576,172.24.1.81,1
2577,172.24.1.80,1
2578,172.22.1.81,1
2579,172.22.1.90,1
2580,172.22.1.81,1
2581,172.22.1.90,1
2582,172.23.1.81,1
2583,172.22.1.81,1
2584,172.23.1.80,1
2585,172.22.1.90,1
2586,172.22.1.81,1
2587,172.22.1.90,1
2588,172.23.1.81,1
2589,172.22.1.81,1
2590,172.22.1.81,1
2591,172.22.1.80,1
2592,50.17.246.68,5
2593,50.17.246.68,5
2594,54.225.191.62,5
2595,50.17.246.68,5
2596,50.17.246.68,5
2597,50.17.246.68,5
2598,54.225.191.62,5
2599,50.17.246.68,5
2600,50.17.246.68,5
2601,50.17.246.68,5
2602,54.225.191.62,5
2603,50.17.246.68,5
2604,172.22.1.80,1
2605,172.24.1.81,1
2606,81.3.74.12,8
2607,172.22.1.81,1
2608,172.23.1.80,1
2609,172.24.1.81,1
2610,81.3.74.12,8
2611,172.22.1.81,1
2612,172.22.1.81,1
2613,81.3.74.12,8
2614,81.3.74.12,8
2615,172.22.1.90,1
2616,172.22.1.90,1
2617,172.22.1.81,1
2618,172.22.1.80,1
2619,172.22.1.90,1
2620,172.24.1.80,1
2621,81.3.74.12,8
2622,172.22.1.90,1
2623,81.3.74.12,8
2624,172.21.1.81,1
2625,81.3.74.12,8
2626,172.22.1.81,1
2627,172.22.1.81,1
2628,172.22.1.81,1
2629,172.22.1.81,1
2630,81.3.74.12,8
2631,81.3.74.12,8
2632,172.21.1.81,1
2633,172.22.1.81,1
2634,172.22.1.81,1
2635,172.22.1.81,1
2636,172.23.1.80,1
2637,81.3.74.12,8
2638,50.17.246.68,5
2639,50.17.246.68,5
2640,54.225.191.62,5
2641,50.17.246.68,5
2642,54.225.191.62,5
2643,172.22.1.90,1
2644,50.17.246.68,5
2645,172.22.1.80,1
2646,172.22.1.81,1
2647,172.23.1.80,1
2648,172.22.1.81,1
2649,172.22.1.90,1
2650,172.22.1.90,1
2651,172.22.1.81,1
2652,172.24.1.81,1
2653,172.24.1.81,1
2654,172.22.1.80,1
2655,172.22.1.81,1
2656,172.22.1.90,1
2657,172.22.1.90,1
2658,172.22.1.90,1
2659,172.22.1.81,1
2660,172.22.1.81,1
2661,172.24.1.81,1
2662,172.24.1.81,1
2663,172.22.1.81,1
2664,50.17.246.68,5
2665,50.17.246.68,5
2666,50.17.246.68,5
2667,54.225.191.62,5
2668,50.17.246.68,5
2669,50.17.246.68,5
2670,50.17.246.68,5
2671,50.17.246.68,5
2672,50.17.246.68,5
2673,54.225.191.62,5
2674,50.17.246.68,5
2675,50.17.246.68,5
2676,50.17.246.68,5
2677,50.17.246.68,5
2678,172.22.1.90,1
2679,172.22.1.81,1
2680,172.23.1.80,1
2681,172.22.1.81,1
2682,172.22.1.90,1
2683,172.22.1.90,1
2684,172.22.1.90,1
2685,172.22.1.81,1
2686,172.22.1.81,1
2687,172.22.1.81,1
2688,81.3.74.12,8
2689,54.225.191.62,5
2690,54.225.191.62,5
2691,50.17.246.68,5
2692,50.17.246.68,5
2693,54.225.191.62,5
2694,172.22.1.80,1
2695,172.21.1.80,1
2696,50.17.246.68,5
2697,50.17.246.68,5
2698,54.225.191.62,5
2699,50.17.246.68,5
2700,50.17.246.68,5
2701,54.225.191.62,5
2702,172.22.1.81,1
2703,172.23.1.81,1
2704,172.23.1.80,1
2705,172.22.1.81,1
2706,172.22.1.90,1
2707,172.22.1.81,1
2708,81.3.74.12,8
2709,172.22.1.81,1
2710,172.23.1.80,1
2711,50.17.246.68,5
2712,50.17.246.68,5
2713,54.225.191.62,5
2714,172.21.1.80,1
2715,50.17.246.68,5
2716,50.17.246.68,5
2717,172.22.1.90,1
2718,172.22.1.90,1
2719,172.24.1.81,1
2720,172.22.1.81,1
2721,172.24.1.81,1
2722,172.24.1.81,1
2723,172.23.1.80,1
2724,172.22.1.81,1
2725,172.22.1.90,1
2726,172.24.1.80,1
2727,172.22.1.80,1
2728,50.17.246.68,5
2729,50.17.246.68,5
2730,54.225.191.62,5
2731,111.118.215.210,1
2732,172.23.1.80,1
2733,172.22.1.90,1
2734,172.21.1.80,1
2735,172.24.1.81,1
2736,172.22.1.80,1
2737,172.22.1.90,1
2738,172.23.1.81,1
2739,172.23.1.80,1
2740,50.17.246.68,5
2741,50.17.246.68,5
2742,172.21.1.80,1
2743,172.22.1.81,1
2744,172.23.1.80,1
2745,54.225.191.62,5
2746,50.17.246.68,5
2747,54.225.191.62,5
2748,172.22.1.80,1
2749,172.23.1.80,1
2750,172.22.1.81,1
2751,172.23.1.81,1
2752,50.17.246.68,5
2753,172.22.1.81,1
2754,172.21.1.80,1
2755,172.21.1.81,1
2756,172.23.1.80,1
2757,172.22.1.90,1
2758,172.24.1.81,1
2759,172.24.1.80,1
2760,172.22.1.90,1
2761,54.225.191.62,5
2762,50.17.246.68,5
2763,50.17.246.68,5
2764,54.225.191.62,5
2765,50.17.246.68,5
2766,172.22.1.90,1
2767,172.22.1.81,1
2768,50.17.246.68,5
2769,50.17.246.68,5
2770,172.23.1.80,1
2771,172.22.1.90,1
2772,172.24.1.81,1
2773,172.22.1.90,1
2774,172.22.1.81,1
2775,172.22.1.81,1
2776,172.23.1.81,1
2777,54.225.191.62,5
2778,54.225.191.62,5
2779,172.22.1.81,1
2780,50.17.246.68,5
2781,50.17.246.68,5
2782,172.21.1.80,1
2783,172.22.1.80,1
2784,172.22.1.81,1
2785,172.22.1.90,1
2786,50.17.246.68,5
2787,54.225.191.62,5
2788,54.225.191.62,5
2789,50.17.246.68,5
2790,172.22.1.80,1
2791,172.22.1.90,1
2792,172.24.1.80,1
2793,172.24.1.81,1
2794,172.22.1.81,1
2795,172.22.1.90,1
2796,172.22.1.90,1
2797,172.22.1.90,1
2798,172.21.1.80,1
2799,172.22.1.90,1
2800,172.22.1.80,1
2801,172.23.1.80,1
2802,172.22.1.81,1
2803,50.17.246.68,5
2804,50.17.246.68,5
2805,54.225.191.62,5
2806,54.225.191.62,5
2807,172.22.1.81,1
2808,172.22.1.81,1
2809,172.22.1.80,1
2810,172.23.1.81,1
2811,172.23.1.80,1
2812,172.22.1.81,1
2813,172.22.1.90,1
2814,50.17.246.68,5
2815,50.17.246.68,5
2816,50.17.246.68,5
2817,54.225.191.62,5
2818,50.17.246.68,5
2819,50.17.246.68,5
2820,54.225.191.62,5
2821,50.17.246.68,5
2822,50.17.246.68,5
2823,172.24.1.81,1
2824,54.225.191.62,5
2825,50.17.246.68,5
2826,172.23.1.80,1
2827,50.17.246.68,5
2828,54.225.191.62,5
2829,50.17.246.68,5
2830,172.21.1.80,1
2831,172.23.1.81,1
2832,172.22.1.80,1
2833,172.22.1.80,1
2834,50.17.246.68,5
2835,54.225.191.62,5
2836,50.17.246.68,5
2837,50.17.246.68,5
2838,54.225.191.62,5
2839,50.17.246.68,5
2840,50.17.246.68,5
2841,54.225.191.62,5
2842,50.17.246.68,5
2843,172.22.1.81,1
2844,172.22.1.90,1
2845,172.22.1.90,1
2846,172.22.1.80,1
2847,172.24.1.81,1
2848,172.22.1.90,1
2849,172.23.1.80,1
2850,172.24.1.80,1
2851,34.239.253.124,3
2852,172.22.1.80,1
2853,172.22.1.80,1
2854,172.22.1.80,1
2855,50.17.246.68,5
2856,50.17.246.68,5
2857,54.225.191.62,5
2858,50.17.246.68,5
2859,54.225.191.62,5
2860,50.17.246.68,5
2861,50.17.246.68,5
2862,50.17.246.68,5
2863,54.225.191.62,5
2864,50.17.246.68,5
2865,54.225.191.62,5
2866,50.17.246.68,5
2867,50.17.246.68,5
2868,50.17.246.68,5
2869,54.225.191.62,5
2870,172.22.1.81,1
2871,172.22.1.80,1
2872,172.23.1.81,1
2873,172.21.1.80,1
2874,172.22.1.90,1
2875,172.22.1.90,1
2876,172.22.1.90,1
2877,172.22.1.90,1
2878,172.22.1.81,1
2879,172.21.1.80,1
2880,172.22.1.80,1
2881,172.22.1.80,1
2882,54.231.160.145,5
2883,172.23.1.80,1
2884,172.22.1.81,1
2885,50.17.246.68,5
2886,50.17.246.68,5
2887,50.17.246.68,5
2888,54.225.191.62,5
2889,54.225.191.62,5
2890,50.17.246.68,5
2891,50.17.246.68,5
2892,50.17.246.68,5
2893,50.17.246.68,5
2894,54.225.191.62,5
2895,54.225.191.62,5
2896,50.17.246.68,5
2897,172.22.1.81,1
2898,50.17.246.68,5
2899,50.17.246.68,5
2900,172.22.1.80,1
2901,172.22.1.90,1
2902,172.24.1.81,1
2903,172.23.1.80,1
2904,172.22.1.90,1
2905,172.23.1.80,1
2906,172.22.1.90,1
2907,172.24.1.80,1
2908,172.22.1.81,1
2909,172.22.1.80,1
2910,172.22.1.81,1
2911,172.21.1.80,1
2912,172.23.1.80,1
2913,172.22.1.80,1
2914,172.23.1.81,1
2915,54.225.191.62,5
2916,50.17.246.68,5
2917,54.225.191.62,5
2918,50.17.246.68,5
2919,50.17.246.68,5
2920,50.17.246.68,5
2921,54.225.191.62,5
2922,50.17.246.68,5
2923,50.17.246.68,5
2924,50.17.246.68,5
2925,172.21.1.80,1
2926,172.21.1.81,1
2927,172.23.1.81,1
2928,172.22.1.90,1
2929,172.21.1.80,1
2930,172.24.1.81,1
2931,172.23.1.80,1
2932,172.24.1.80,1
2933,172.22.1.81,1
2934,172.22.1.80,1
2935,172.23.1.80,1
2936,172.22.1.80,1
2937,50.17.246.68,5
2938,54.225.191.62,5
2939,50.17.246.68,5
2940,50.17.246.68,5
2941,50.17.246.68,5
2942,54.225.191.62,5
2943,50.17.246.68,5
2944,50.17.246.68,5
2945,172.22.1.90,1
2946,172.23.1.80,1
2947,172.22.1.80,1
2948,172.22.1.90,1
2949,172.23.1.80,1
2950,172.22.1.90,1
2951,172.22.1.81,1
2952,172.21.1.81,1
2953,172.22.1.81,1
2954,172.24.1.80,1
2955,172.21.1.81,1
2956,172.22.1.90,1
2957,172.23.1.81,1
2958,172.23.1.80,1
2959,172.21.1.80,1
2960,172.22.1.90,1
2961,172.22.1.80,1
2962,172.21.1.80,1
2963,172.24.1.81,1
2964,172.24.1.80,1
2965,172.22.1.80,1
2966,50.17.246.68,5
2967,50.17.246.68,5
2968,54.225.191.62,5
2969,50.17.246.68,5
2970,50.17.246.68,5
2971,50.17.246.68,5
2972,50.17.246.68,5
2973,54.225.191.62,5
2974,50.17.246.68,5
2975,50.17.246.68,5
2976,50.17.246.68,5
2977,54.225.191.62,5
2978,50.17.246.68,5
2979,54.225.191.62,5
2980,172.21.1.80,1
2981,172.22.1.81,1
2982,172.21.1.81,1
2983,172.22.1.81,1
2984,172.22.1.80,1
2985,172.22.1.90,1
2986,172.21.1.80,1
2987,172.21.1.81,1
2988,172.22.1.90,1
2989,172.21.1.80,1
2990,172.22.1.90,1
2991,172.24.1.80,1
2992,172.24.1.81,1
2993,172.23.1.80,1
2994,172.23.1.80,1
2995,172.22.1.81,1
2996,172.22.1.80,1
2997,172.21.1.81,1
2998,172.24.1.80,1
2999,172.23.1.80,1
3000,172.23.1.80,1
3001,172.22.1.90,1
3002,172.22.1.80,1
3003,172.22.1.90,1
3004,172.24.1.81,1
3005,172.22.1.80,1
3006,172.22.1.90,1
3007,172.24.1.80,1
3008,172.23.1.80,1
3009,172.24.1.80,1
3010,172.23.1.80,1
3011,172.22.1.80,1
3012,172.22.1.90,1
3013,172.24.1.81,1
3014,172.21.1.80,1
3015,172.21.1.81,1
3016,172.21.1.80,1
3017,172.21.1.81,1
3018,172.22.1.81,1
3019,172.22.1.90,1
3020,172.22.1.80,1
3021,172.22.1.81,1
3022,172.22.1.90,1
3023,172.22.1.90,1
3024,172.22.1.80,1
3025,172.22.1.81,1
3026,172.22.1.81,1
3027,172.24.1.81,1
3028,172.22.1.90,1
3029,172.22.1.90,1
3030,172.23.1.80,1
3031,172.24.1.81,1
3032,172.24.1.80,1
3033,172.22.1.80,1
3034,172.22.1.90,1
3035,172.22.1.90,1
3036,172.21.1.81,1
3037,172.22.1.90,1
3038,172.21.1.81,1
3039,172.22.1.90,1
3040,172.22.1.90,1
3041,172.22.1.80,1
3042,172.21.1.81,1
3043,172.24.1.81,1
3044,172.22.1.81,1
3045,172.22.1.81,1
3046,172.23.1.80,1
3047,172.22.1.90,1
3048,172.22.1.80,1
3049,172.22.1.90,1
3050,172.22.1.90,1
3051,172.22.1.80,1
3052,172.22.1.81,1
3053,172.22.1.81,1
3054,172.23.1.80,1
3055,172.23.1.80,1
3056,172.22.1.80,1
3057,172.22.1.80,1
3058,172.22.1.90,1
3059,172.22.1.81,1
3060,172.22.1.80,1
3061,172.21.1.81,1
3062,172.23.1.80,1
3063,172.23.1.80,1
3064,172.24.1.81,1
3065,172.22.1.81,1
3066,172.22.1.80,1
3067,172.22.1.80,1
3068,172.24.1.81,1
3069,172.22.1.81,1
3070,172.24.1.81,1
3071,172.24.1.80,1
3072,172.24.1.80,1
3073,172.22.1.81,1
3074,172.22.1.90,1
3075,172.24.1.80,1
3076,172.22.1.80,1
3077,172.24.1.81,1
3078,172.22.1.80,1
3079,172.22.1.80,1
3080,172.23.1.80,1
3081,172.22.1.90,1
3082,172.23.1.80,1
3083,172.24.1.80,1
3084,172.22.1.80,1
3085,172.22.1.90,1
3086,172.22.1.81,1
3087,107.21.104.168,1
3088,172.22.1.90,1
3089,172.22.1.90,1
3090,172.22.1.90,1
3091,172.22.1.90,1
3092,172.22.1.90,1
3093,172.24.1.81,1
3094,172.24.1.81,1
3095,172.23.1.80,1
3096,172.24.1.80,1
3097,172.22.1.90,1
3098,172.24.1.81,1
3099,172.21.1.81,1
3100,172.22.1.80,1
3101,172.24.1.81,1
3102,107.21.104.168,1
3103,172.24.1.80,1
3104,172.22.1.81,1
3105,172.24.1.80,1
3106,172.22.1.90,1
3107,172.22.1.80,1
3108,172.23.1.80,1
3109,172.22.1.90,1
3110,172.22.1.90,1
3111,172.22.1.81,1
3112,172.24.1.80,1
3113,172.24.1.80,1
3114,172.24.1.80,1
3115,172.22.1.90,1
3116,172.22.1.90,1
3117,172.22.1.90,1
3118,172.24.1.80,1
3119,172.24.1.80,1
3120,172.21.1.81,1
3121,172.21.1.81,1
3122,172.24.1.80,1
3123,172.22.1.90,1
3124,172.22.1.81,1
3125,172.22.1.80,1
3126,172.24.1.80,1
3127,172.21.1.81,1
3128,172.23.1.80,1
3129,172.24.1.81,1
3130,172.22.1.80,1
3131,172.24.1.80,1
3132,172.22.1.90,1
3133,172.22.1.81,1
3134,172.24.1.81,1
3135,172.22.1.80,1
3136,172.23.1.80,1
3137,172.24.1.81,1
3138,172.21.1.81,1
3139,172.22.1.90,1
3140,172.22.1.90,1
3141,172.24.1.81,1
3142,172.22.1.90,1
3143,172.22.1.90,1
3144,172.24.1.80,1
3145,172.23.1.80,1
3146,172.22.1.90,1
3147,172.24.1.80,1
3148,172.22.1.80,1
3149,172.24.1.80,1
3150,172.22.1.90,1
3151,172.22.1.90,1
3152,70.96.0.9,7
3153,70.96.0.9,7
3154,70.96.0.24,7
3155,70.96.0.9,7
3156,93.184.215.201,9
3157,173.194.33.128,1
3158,173.194.33.136,1
3159,173.194.33.142,1
3160,172.24.1.81,1
3161,172.24.1.80,1
3162,172.22.1.81,1
3163,172.22.1.90,1
3164,172.24.1.80,1
3165,172.22.1.81,1
3166,172.22.1.90,1
3167,172.22.1.90,1
3168,172.24.1.81,1
3169,70.96.0.9,7
3170,70.96.0.9,7
3171,70.96.0.9,7
3172,70.96.0.24,7
3173,70.96.0.9,7
3174,93.184.215.201,9
3175,173.194.33.142,1
3176,173.194.33.142,1
3177,172.21.1.81,1
3178,172.22.1.90,1
3179,172.23.1.80,1
3180,172.24.1.80,1
3181,172.22.1.90,1
3182,172.21.1.81,1
3183,172.22.1.81,1
3184,70.96.0.9,7
3185,173.252.120.6,1
3186,70.96.0.9,7
3187,65.55.58.199,6
3188,70.96.0.24,7
3189,173.194.33.136,1
3190,173.194.33.136,1
3191,172.23.1.80,1
3192,172.24.1.81,1
3193,172.22.1.80,1
3194,172.24.1.80,1
3195,172.21.1.80,1
3196,172.23.1.80,1
3197,172.22.1.90,1
3198,172.22.1.90,1
3199,172.24.1.80,1
3200,172.22.1.81,1
3201,172.22.1.80,1
3202,172.24.1.80,1
3203,172.24.1.81,1
3204,172.22.1.81,1
3205,172.23.1.80,1
3206,172.21.1.81,1
3207,172.22.1.81,1
3208,172.24.1.81,1
3209,172.21.1.81,1
3210,172.23.1.80,1
3211,172.22.1.90,1
3212,172.22.1.90,1
3213,172.21.1.81,1
3214,172.24.1.80,1
3215,172.22.1.90,1
3216,172.22.1.90,1
3217,172.24.1.81,1
3218,172.22.1.90,1
3219,172.24.1.80,1
3220,172.22.1.90,1
3221,172.24.1.81,1
3222,172.24.1.80,1
3223,172.24.1.81,1
3224,172.22.1.90,1
3225,172.22.1.90,1
3226,172.23.1.80,1
3227,172.23.1.80,1
3228,172.22.1.81,1
3229,172.21.1.81,1
3230,172.24.1.81,1
3231,172.23.1.80,1
3232,172.23.1.80,1
3233,172.22.1.90,1
3234,172.22.1.80,1
3235,172.22.1.90,1
3236,172.21.1.80,1
3237,172.22.1.80,1
3238,172.24.1.80,1
3239,172.21.1.81,1
3240,172.24.1.81,1
3241,172.22.1.81,1
3242,172.24.1.80,1
3243,172.21.1.81,1
3244,172.22.1.81,1
3245,172.22.1.81,1
3246,172.21.1.80,1
3247,172.24.1.80,1
3248,172.22.1.90,1
3249,172.22.1.90,1
3250,172.24.1.81,1
3251,54.231.176.132,5
3252,172.22.1.90,1
3253,172.22.1.90,1
3254,172.24.1.80,1
3255,172.24.1.81,1
3256,172.22.1.81,1
3257,172.22.1.90,1
3258,172.21.1.81,1
3259,172.22.1.81,1
3260,172.22.1.90,1
3261,172.24.1.80,1
3262,172.21.1.81,1
3263,172.23.1.80,1
3264,172.23.1.80,1
3265,172.22.1.90,1
3266,172.22.1.90,1
3267,172.22.1.80,1
3268,172.22.1.81,1
3269,172.22.1.80,1
3270,172.23.1.80,1
3271,172.24.1.80,1
3272,172.23.1.80,1
3273,172.24.1.80,1
3274,172.22.1.90,1
3275,172.22.1.90,1
3276,172.22.1.90,1
3277,172.23.1.80,1
3278,172.23.1.80,1
3279,172.24.1.81,1
3280,172.21.1.81,1
3281,172.21.1.81,1
3282,172.24.1.80,1
3283,172.22.1.81,1
3284,172.22.1.90,1
3285,172.24.1.80,1
3286,172.22.1.81,1
3287,172.22.1.81,1
3288,172.22.1.81,1
3289,172.23.1.80,1
3290,172.24.1.80,1
3291,172.22.1.90,1
3292,172.24.1.80,1
3293,172.22.1.90,1
3294,172.22.1.81,1
3295,172.22.1.90,1
3296,172.23.1.80,1
3297,172.22.1.81,1
3298,69.73.182.77,6
3299,172.23.1.80,1
3300,172.24.1.80,1
3301,172.22.1.90,1
3302,172.24.1.81,1
3303,172.24.1.80,1
3304,172.22.1.81,1
3305,172.22.1.81,1
3306,172.22.1.81,1
3307,172.23.1.80,1
3308,172.22.1.90,1
3309,172.22.1.80,1
3310,172.22.1.90,1
3311,172.24.1.80,1
3312,172.23.1.80,1
3313,172.22.1.80,1
3314,172.23.1.80,1
3315,172.22.1.81,1
3316,172.24.1.80,1
3317,172.22.1.80,1
3318,172.22.1.81,1
3319,172.22.1.90,1
3320,172.22.1.90,1
3321,172.21.1.80,1
3322,172.22.1.81,1
3323,172.23.1.80,1
3324,172.24.1.80,1
3325,172.24.1.80,1
3326,172.22.1.81,1
3327,172.22.1.90,1
3328,172.21.1.80,1
3329,172.23.1.80,1
3330,172.24.1.80,1
3331,172.22.1.80,1
3332,172.22.1.90,1
3333,172.21.1.80,1
3334,172.22.1.90,1
3335,172.23.1.80,1
3336,172.22.1.90,1
3337,172.22.1.81,1
3338,172.22.1.90,1
3339,172.23.1.80,1
3340,172.23.1.80,1
3341,172.22.1.80,1
3342,172.22.1.81,1
3343,172.23.1.80,1
3344,172.24.1.80,1
3345,172.24.1.80,1
3346,172.23.1.80,1
3347,172.22.1.90,1
3348,172.22.1.90,1
3349,172.22.1.90,1
3350,172.24.1.80,1
3351,172.22.1.80,1
3352,172.22.1.90,1
3353,172.24.1.81,1
3354,172.21.1.80,1
3355,172.24.1.81,1
3356,172.21.1.80,1
3357,172.24.1.80,1
3358,172.22.1.90,1
3359,172.24.1.81,1
3360,172.24.1.80,1
3361,172.22.1.90,1
3362,172.22.1.81,1
3363,172.21.1.80,1
3364,172.23.1.80,1
3365,172.22.1.90,1
3366,172.24.1.80,1
3367,172.22.1.80,1
3368,172.22.1.90,1
3369,172.22.1.90,1
3370,172.22.1.81,1
3371,172.22.1.90,1
3372,172.23.1.80,1
3373,172.22.1.90,1
3374,172.22.1.80,1
3375,172.24.1.80,1
3376,172.24.1.81,1
3377,172.24.1.80,1
3378,172.23.1.80,1
3379,172.24.1.80,1
3380,172.22.1.81,1
3381,172.24.1.81,1
3382,172.22.1.90,1
3383,172.24.1.80,1
3384,172.23.1.80,1
3385,172.24.1.81,1
3386,172.24.1.80,1
3387,172.24.1.81,1
3388,172.22.1.90,1
3389,172.24.1.81,1
3390,172.24.1.80,1
3391,172.24.1.80,1
3392,172.22.1.80,1
3393,172.23.1.80,1
3394,54.225.191.62,5
3395,172.23.1.80,1
3396,172.23.1.80,1
3397,172.22.1.80,1
3398,172.22.1.81,1
3399,172.24.1.80,1
3400,172.22.1.90,1
3401,172.22.1.90,1
3402,172.22.1.80,1
3403,172.22.1.80,1
3404,172.23.1.80,1
3405,172.22.1.90,1
3406,172.23.1.81,1
3407,172.22.1.90,1
3408,172.22.1.90,1
3409,172.24.1.80,1
3410,172.24.1.81,1
3411,172.22.1.80,1
3412,172.22.1.81,1
3413,172.24.1.80,1
3414,172.24.1.80,1
3415,172.23.1.81,1
3416,172.22.1.90,1
3417,172.24.1.81,1
3418,172.24.1.80,1
3419,172.22.1.90,1
3420,172.22.1.80,1
3421,172.23.1.80,1
3422,172.22.1.90,1
3423,172.24.1.80,1
3424,172.22.1.90,1
3425,172.24.1.80,1
3426,172.24.1.80,1
3427,172.23.1.80,1
3428,172.22.1.90,1
3429,172.24.1.80,1
3430,172.22.1.90,1
3431,172.24.1.81,1
3432,172.22.1.90,1
3433,172.24.1.81,1
3434,172.24.1.80,1
3435,172.22.1.80,1
3436,172.24.1.80,1
